GENE	pbmc_1	pbmc_10	pbmc_12_merged_1.fastq	pbmc_2_merged_1.fastq	pbmc_4	pbmc_5_merged_1.fastq	pbmc_6_merged_1.fastq	pbmc_7_merged_1.fastq	pbmc_9_merged_1.fastq
ALAD	4143	9216	3554	2493	2202	3502	2385	3706	3630
ALAS1	1655	4895	1211	1350	990	1347	878	1872	1801
ALAS2	461	2201	992	614	837	303	875	92	7766
ALB	0	0	0	0	3	14	0	0	0
ALCAM	2383	4238	1996	1332	905	1547	1363	2161	2619
ALDH16A1	5574	17474	5549	5089	5252	5532	3864	6178	5531
ALDH18A1	3558	5959	3104	1657	1785	1973	2044	3006	2181
ALDH1A1	3690	12088	2962	3462	1410	4604	2939	5451	4917
ALDH1A2	8	43	6	0	4	11	3	0	32
ALDH1A3	0	0	0	6	16	1	0	0	3
ALDH1B1	462	1171	625	463	552	433	208	648	438
ALDH1L1	63	148	50	133	443	160	30	264	99
ALDH1L2	131	48	82	79	221	125	117	150	54
ALDH2	19314	63435	14047	16955	7876	15983	13416	18372	24433
ALDH3A1	62	41	23	78	195	105	32	97	27
ALDH3A2	3066	7272	2255	1712	2007	3233	1736	2738	2670
ALDH3B1	8159	24593	7707	6516	4519	7366	6045	10397	9851
ALDH3B2	1	1	2	0	0	3	0	0	3
ALDH4A1	587	1290	322	528	353	440	251	447	511
ALDH5A1	1332	2473	935	808	912	1036	621	1154	965
ALDH6A1	686	1284	605	382	301	436	446	409	425
ALDH7A1	256	354	75	341	367	107	76	246	130
ALDH8A1	42	52	87	98	285	161	44	48	37
ALDH9A1	5463	10134	3966	3488	2355	3482	2770	6282	5033
ALDOA	97683	255328	79232	69223	37397	61160	67011	108264	102334
ALDOB	3	20	0	0	19	10	0	14	0
ALDOC	2525	5476	1958	1825	825	1072	1361	2167	1902
ALG10B	480	700	493	471	1633	1465	173	646	380
ALG10	154	302	84	68	169	277	101	164	169
ALG11	190	296	84	141	255	263	73	221	97
ALG12	1824	4550	1424	1499	1780	2250	1115	2176	1717
ALG13	1503	3298	1356	906	2829	3173	785	1546	1142
ALG14	311	629	182	129	114	171	188	308	270
ALG1L2	19	57	12	45	19	48	5	32	4
ALG1L	3	48	14	28	18	8	10	10	24
ALG1	1867	4515	1584	1634	1761	1682	1019	2341	2002
ALG2	1316	2854	1344	1001	1060	1282	973	1773	1244
ALG3	2518	6512	2146	1440	1106	1965	1599	2539	2192
ALG5	1786	3925	1895	1064	920	1343	1246	2128	1913
ALG6	857	1489	775	285	833	1086	559	927	700
ALG8	1522	2742	1237	652	760	927	852	1330	1255
ALG9	693	1249	663	586	1539	1517	409	844	778
ALKBH1	406	850	257	338	399	453	202	342	325
ALKBH2	473	997	346	293	373	348	228	367	337
ALKBH3	1066	2466	883	669	532	726	733	1145	1170
ALKBH4	849	2979	809	1082	829	919	560	981	896
ALKBH5	13328	28176	12484	10102	7331	10532	8731	16237	12388
ALKBH6	614	1237	482	443	1759	1564	237	635	581
ALKBH7	5390	15478	4700	4929	1790	2691	3533	6013	4844
ALKBH8	738	1195	699	372	601	721	311	607	461
ALK	0	0	0	2	6	0	1	0	7
ALLC	0	0	0	0	0	0	0	0	0
ALMS1P1	6	0	0	0	24	46	6	1	17
ALMS1	1997	3573	2147	947	1285	2319	1230	2010	1654
ALOX12B	14	33	20	40	26	9	1	19	35
ALOX12P2	13	27	8	18	27	25	0	49	14
ALOX12	460	1788	556	354	408	463	366	540	659
ALOX15B	260	437	146	257	184	183	147	378	359
ALOX15	74	148	50	18	39	45	10	12	25
ALOX5AP	6640	14536	5439	7235	2749	3817	3667	9143	8260
ALOX5	12270	37857	10110	7928	11192	19247	8132	11811	11509
ALOXE3	43	76	2	29	15	11	10	11	9
ALPI	0	0	0	1	0	0	0	0	0
ALPK1	490	1498	469	527	1602	1932	390	888	708
ALPK2	3	20	3	1	50	24	18	4	21
ALPK3	2	21	24	19	38	38	2	19	4
ALPL	725	1374	260	828	294	821	867	497	1047
ALPPL2	0	0	0	0	1	0	0	0	0
ALPP	24	3	6	51	172	38	17	30	27
ALS2CL	514	1107	261	609	1667	1155	265	380	215
ALS2CR11	4	0	0	0	20	21	0	8	0
ALS2CR12	35	5	36	27	94	39	5	53	8
TMEM237	337	453	298	176	185	408	201	179	300
CARF	561	1012	473	244	1479	1357	260	669	514
ALS2	687	1066	505	315	954	1264	335	725	424
ALX1	0	0	0	0	0	0	0	0	0
ALX3	80	112	38	57	101	67	28	38	22
ALX4	0	0	0	0	0	0	0	0	0
SLC35G5	13	0	10	41	34	9	14	30	7
SLC35G6	0	8	1	0	0	6	0	18	0
SLC35G3	6	0	0	0	39	1	8	0	0
AMACR	458	675	297	200	157	164	152	323	248
AMBN	0	0	7	0	6	7	0	0	0
AMBP	0	0	0	0	0	0	0	0	0
AMBRA1	2676	7029	2648	1934	1755	2322	1287	2856	2367
AMD1	7245	17114	7839	4298	5066	8972	4699	9437	8934
AMDHD1	83	39	44	52	103	88	38	124	59
AMDHD2	1212	3692	891	977	1162	1500	692	1279	1282
AMELX	0	0	0	0	0	0	0	0	0
AMELY	0	0	0	0	0	0	0	0	0
AMFR	20342	68738	18998	21898	25638	17630	16852	40935	22710
AMHR2	3	0	0	13	6	7	2	0	4
AMH	5	45	12	22	127	75	8	0	22
JAML	17765	56754	15992	16388	14353	21736	14784	22869	20549
AMIGO1	1081	1834	641	488	399	365	439	680	411
AMIGO2	1351	2651	1492	1061	1377	1647	710	1250	1020
AMIGO3	403	685	278	382	715	776	148	485	456
AMMECR1L	1721	3413	1505	1105	1485	1519	699	1934	1674
AMMECR1	1290	2544	1093	1084	1418	1652	632	1480	1285
AMN1	474	885	341	323	421	577	195	409	482
AMN	133	202	68	145	131	141	52	98	49
AMOTL1	155	304	108	48	90	126	75	159	190
AMOTL2	15	51	19	9	10	5	4	27	19
AMOT	341	798	472	343	404	293	191	417	269
AMPD1	0	0	0	0	0	0	0	0	19
AMPD2	6291	17300	6695	6487	11174	15904	4626	11601	8538
AMPD3	1914	4562	1317	1109	1793	1859	957	1602	1217
AMPH	36	124	23	23	53	69	9	51	21
AMTN	0	0	0	0	0	0	0	0	0
AMT	137	369	117	103	1407	1420	78	245	56
AMY1A	0	3	4	0	4	0	3	4	2
AMY2A	0	2	12	0	20	0	2	0	0
AMY2B	133	496	148	298	2681	3122	126	354	299
AMZ1	61	51	39	74	128	77	17	62	22
AMZ2P1	464	1200	732	448	455	478	405	638	359
AMZ2	3924	8447	3753	2448	3165	4228	2472	5148	3653
ANAPC10	545	1081	462	384	201	323	280	584	355
ANAPC11	3458	10356	3120	3309	1519	2190	2137	5007	4105
ANAPC13	3004	5688	2633	2684	954	1364	1807	2682	3020
ANAPC16	14161	32317	14266	15082	9476	10516	8375	18136	14722
ANAPC1	3275	5718	2671	1555	1763	2901	1590	2251	2458
ANAPC2	2211	5559	1741	1954	4897	5785	1168	1750	1766
ANAPC4	1229	2816	1353	984	2832	3433	753	1385	1114
ANAPC5	9932	23080	9218	6338	9294	11809	6002	9725	10144
ANAPC7	1916	3996	1673	1411	2392	2266	1064	1732	1375
ANGEL1	3024	5433	2116	1990	1070	1949	1644	2441	2276
ANGEL2	1462	2635	1298	1344	3423	3732	713	2071	1313
ANGPT1	218	259	134	150	216	193	84	224	119
ANGPT2	63	186	114	197	681	275	43	186	134
ANGPT4	19	40	6	0	15	12	2	26	0
ANGPTL1	5	0	0	21	31	54	1	0	4
ANGPTL2	0	0	0	0	0	0	0	0	0
ANGPTL3	0	0	4	0	0	9	0	1	0
ANGPTL4	3	0	0	23	7	18	1	12	0
ANGPTL5	0	0	0	0	0	0	0	0	0
ANGPTL6	149	203	187	137	211	154	151	123	135
ANGPTL7	0	0	0	0	12	0	0	0	0
ANG	352	697	240	330	234	210	241	466	306
ANK1	1135	2187	854	453	448	368	711	419	1071
ANK2	0	16	0	10	57	9	1	1	8
ANK3	1552	2108	989	467	1127	450	550	876	665
ANKAR	210	605	175	146	401	377	183	354	294
ANKDD1A	362	406	121	365	1067	1129	188	347	439
ANKFN1	0	0	0	0	7	0	0	0	0
ANKFY1	3127	6028	2695	1998	5032	7588	1559	2818	2609
ANKHD1-EIF4EBP3	4661	8684	3844	2688	3852	5273	2993	3156	3220
ANKHD1	6617	15393	6926	8312	8335	12163	4316	11136	8266
ANKH	6698	11815	5605	4419	3935	4568	3234	5249	5055
ANKIB1	3275	6247	3254	1698	2636	3966	2339	3912	2859
ANKK1	35	129	14	13	124	73	14	54	9
ANKLE1	309	471	395	492	874	769	163	492	348
ANKLE2	5636	12530	5430	4237	7368	9345	3844	7029	5893
ANKMY1	1436	3296	1265	984	1570	1932	856	1405	1298
ANKMY2	986	2095	1155	609	1001	1432	681	992	1037
ANKRA2	1542	3553	1428	873	1535	1957	746	1468	1443
ANKRD10	4557	10907	4521	3831	6130	8217	2644	5773	4205
ANKRD11	13901	30420	13730	13127	22257	25730	7757	18752	15290
ANKRD12	18871	40158	19904	29719	26652	27587	11293	38020	24287
ANKRD13A	12957	31714	14523	6677	8397	14370	8711	13116	14156
ANKRD13B	92	133	93	119	207	229	60	95	53
ANKRD13C	2108	3291	1633	1119	1777	2333	798	2118	1510
ANKRD13D	5568	17814	5501	5530	17328	18562	3589	9643	6823
ANKRD16	479	1418	414	628	981	510	311	762	431
ANKRD17	6423	14915	6446	5249	5669	8240	3507	8161	6194
ANKRD1	5	11	5	7	92	15	2	12	3
ANKRD20A3	54	232	55	155	467	16	0	362	166
ANKRD20A4	46	0	85	316	0	95	42	0	35
ANKRD22	175	950	235	155	180	191	103	343	367
ANKRD23	86	206	104	88	539	457	34	138	53
ANKRD24	49	58	30	27	240	119	26	50	66
ANKRD26	1183	1552	909	1135	1086	1162	438	1438	938
ANKRD27	1394	3063	1391	1027	1769	2441	705	1418	1056
ANKRD28	3032	5399	3682	1550	3405	3288	1402	3040	2505
ANKRD29	15	53	8	0	19	7	5	19	7
ANKRD2	0	0	0	0	0	0	0	0	0
ANKRD30A	0	11	0	0	6	0	0	0	0
ANKRD30B	54	117	49	100	475	174	19	70	73
ANKRD31	7	0	2	15	10	5	10	0	5
SLF1	748	1084	586	746	705	594	397	1161	965
ANKRD33	0	0	0	0	1	0	0	0	0
ANKRD34A	52	116	55	85	152	130	19	100	53
ANKRD34B	0	189	55	47	14	23	48	14	28
ANKRD34C	0	0	0	0	0	0	0	0	0
ANKRD35	105	438	58	40	38	70	93	91	117
ANKRD36BP1	282	663	516	61	542	1089	239	453	378
ANKRD36B	892	1269	1062	2407	2969	2023	736	2457	1378
ANKRD36	855	1395	585	1439	3155	3098	305	1422	794
ANKRD37	120	424	71	65	130	207	66	181	185
ANKRD39	506	1440	529	561	309	509	325	784	512
ANKRD40	2724	5710	2486	1747	2451	2492	1398	3118	2685
ANKRD42	713	1652	588	480	802	831	440	719	520
SOWAHA	0	0	0	0	6	2	4	0	0
ANKRD44	3953	8067	3600	2035	3452	5528	2072	4157	3055
ANKRD45	46	109	51	162	511	207	40	128	56
ANKRD46	384	1030	343	236	353	414	127	386	217
ANKRD49	1401	3254	1811	1074	2469	3268	830	2122	1831
ANKRD50	724	1694	607	597	376	970	527	791	722
ANKRD52	2650	4977	2392	1407	3771	5150	1491	2849	2277
ANKRD53	5	50	3	18	20	66	1	24	2
ANKRD54	500	1287	448	302	1156	1206	260	639	375
ANKRD55	713	617	395	611	258	286	180	111	472
SOWAHB	0	0	0	1	6	0	0	0	0
SOWAHC	316	913	318	346	438	510	205	384	345
SOWAHD	690	2325	516	841	263	443	343	604	631
ANKEF1	219	698	339	169	281	231	164	346	331
ANKRD6	364	707	355	203	312	311	156	380	257
ANKRD7	9	0	6	0	0	0	0	9	13
ANKRD9	283	1794	497	466	528	553	246	480	549
ANKS1A	1109	2171	1142	786	1269	2150	727	1322	1260
ANKS1B	52	106	52	70	258	117	48	112	62
ANKS3	511	1443	476	661	1769	1299	237	713	544
ANKS4B	19	69	33	76	491	130	12	80	59
ANKS6	1097	2228	1011	824	1045	956	567	1277	772
ANKZF1	2014	4753	1653	1554	8697	9047	1067	2338	1575
ANLN	77	25	81	34	30	83	42	8	45
ANO10	1488	4030	1322	1299	513	1177	1098	1615	1573
ANO1	0	0	0	0	9	0	0	0	0
ANO2	0	34	0	0	11	0	0	0	0
ANO3	0	0	0	0	6	0	0	0	0
ANO4	0	0	0	0	0	0	0	0	1
ANO5	44	172	11	4	94	28	13	19	26
ANO6	8284	19715	8995	3623	2890	7552	6031	8059	8797
ANO7	1	21	1	21	41	20	3	11	8
ANO8	995	2611	824	667	2290	3317	526	970	817
ANO9	663	1433	596	508	4877	3379	249	401	505
ANP32A	16633	37329	14105	11372	7234	12863	10053	17384	15798
ANP32B	26107	69397	25296	26053	12306	18742	17692	32547	29055
ANP32D	2	0	1	1	0	5	1	1	1
ANP32E	8977	19421	8606	5557	3603	5729	4763	8884	7506
ANPEP	11519	55133	17457	10748	7361	15716	7888	10458	18553
ANTXR1	4	0	5	0	116	0	4	5	1
ANTXR2	7589	15545	5098	3531	2703	4365	3407	5568	6134
ANTXRL	13	66	8	8	14	26	5	0	1
ZFAND4	1234	2605	1239	663	1102	1211	567	1002	1004
ANXA10	0	0	0	1	10	0	0	0	0
ANXA11	31530	79638	25799	25285	11912	21825	20988	35633	29056
ANXA13	0	0	0	0	3	0	0	0	0
ANXA1	37750	103715	40325	26490	16866	33527	30160	49741	55536
ANXA2	37607	106917	38841	27679	16568	26256	29064	49550	45777
ANXA3	101	299	44	182	92	86	311	130	116
ANXA4	3876	8725	4506	1611	1913	3511	2634	5019	4580
ANXA5	24766	74482	25213	17561	8958	17737	19165	30218	32186
ANXA6	47987	102054	45976	28127	17452	23917	29368	47730	40233
ANXA7	11277	23022	10156	6101	4276	7697	7151	10748	10786
ANXA8L1	0	0	0	0	0	0	0	0	0
ANXA8	40	10	56	24	40	54	0	332	31
ANXA9	249	414	90	171	191	193	93	169	97
AOAH	15623	55651	17350	10683	6539	19365	10320	22911	19678
AOC2	75	67	41	17	149	117	55	79	50
AOC3	27	34	10	5	74	76	0	16	17
AOX1	2	0	12	0	7	3	1	0	0
AP1AR	2037	3290	1667	1173	759	1685	846	2007	1558
AP1B1	12823	35855	11057	8697	7719	13042	8938	13379	14484
AP1G1	2465	4879	2854	1597	5759	8171	1203	3071	2494
AP1G2	5304	12034	4487	3267	13007	14966	3177	5183	4729
AP1M1	9690	27287	9084	6766	5268	7257	6802	10798	9988
AP1M2	20	118	48	36	26	18	12	59	30
AP1S1	1786	4417	1197	1101	610	696	870	1583	1580
AP1S2	24149	49381	16173	12726	5485	14365	15283	23822	19196
AP1S3	291	485	216	423	1746	743	154	418	244
AP2A1	10022	28939	12179	7962	8404	13752	7919	13211	13215
AP2A2	5224	11308	4463	3270	3958	5611	3327	4944	3979
AP2B1	18843	38911	19384	9377	8343	15100	11051	19670	16891
AP2M1	25298	64832	22687	14179	8630	16249	16960	24784	23952
AP2S1	6825	25303	6922	7844	3444	4970	5770	10751	10097
AP3B1	4102	10530	4879	2641	1489	3860	3005	4371	4078
AP3B2	38	10	43	15	20	16	4	18	12
AP3D1	12602	31701	12020	10625	9988	15560	8928	15311	13018
AP3M1	3068	5988	2528	1753	2345	3430	1492	3271	2292
AP3M2	1079	1637	757	546	1473	1312	501	671	717
AP3S1	3980	11629	5522	4023	2159	3923	3311	6280	6039
AP3S2	5162	9536	4144	3420	3357	4722	2742	5475	4153
AP4B1	1166	2638	996	901	4075	3994	613	1489	1120
AP4E1	2313	4189	1566	1058	1563	2124	1068	2110	1381
AP4M1	489	1416	372	384	699	777	316	901	449
AP4S1	400	529	284	286	419	330	205	293	268
APAF1	4649	8023	3045	2726	3541	5471	2077	4920	3794
APBA1	216	441	180	155	140	117	140	175	306
APBA2	4365	8343	4780	3679	5550	4441	2623	6145	3736
APBA3	1949	5488	1918	1420	1859	2064	1318	2121	1645
APBB1IP	14843	28074	11516	8742	6577	10171	7803	13845	11342
APBB1	4758	10279	3364	4545	2682	2627	1712	3572	2556
APBB2	37	223	211	54	272	175	25	103	123
APBB3	239	890	222	513	3907	4257	258	327	266
APC2	164	465	114	86	159	163	71	100	84
APCDD1L	0	2	0	0	0	0	0	0	5
APCDD1	295	466	178	50	67	41	154	50	108
APCS	0	0	0	0	0	0	0	0	0
APC	2671	5119	2810	1154	2414	3690	1351	2836	2607
APEH	8973	20008	6861	5573	4116	6286	4846	9124	7387
APEX1	11910	28646	9808	7575	5272	8623	7415	12808	9802
APEX2	1675	3850	1641	1162	697	1162	1026	1785	1514
APH1A	16382	44981	15731	11513	6424	11193	10537	19214	17446
APH1B	1108	2807	1045	1090	1253	1266	726	1249	1171
API5	9842	18184	9646	5204	3956	6680	5538	9311	8053
APIP	1322	2394	1296	1061	1204	943	907	1848	1311
APITD1	237	680	307	179	117	189	209	223	370
APLF	212	624	200	237	209	243	132	271	192
APLNR	1	0	4	0	0	0	0	0	0
APLN	0	0	4	17	0	3	0	5	10
APLP1	6	0	11	6	21	4	9	9	3
APLP2	66705	186841	54555	37467	18898	56897	47869	56189	78852
APOA1BP	3728	10010	3234	3414	1490	2403	1936	4457	3433
APOA1	4	0	0	20	33	14	14	13	22
APOA2	0	0	3	0	1	14	0	0	0
APOA4	0	0	0	0	0	0	0	0	0
APOA5	0	0	0	0	0	0	0	0	0
APOBR	15305	47493	13133	16846	12204	15758	11722	21451	20330
APOBEC1	0	0	0	0	6	0	0	0	0
APOBEC2	45	95	40	135	38	109	32	143	75
APOBEC3A	5749	11414	5568	2275	4833	6954	3511	7750	6613
APOBEC3B	366	1814	356	0	99	684	419	105	219
APOBEC3C	5205	11427	6449	3218	2697	4495	3932	7586	7228
APOBEC3D	961	1874	1111	1074	3057	1987	642	1489	1057
APOBEC3F	1908	3830	2065	1571	2673	2457	1234	3053	2141
APOBEC3G	5998	9945	6617	3677	4584	6480	4053	8966	6771
APOBEC3H	129	199	308	54	440	329	119	294	287
APOBEC4	0	0	0	0	0	0	0	0	0
APOB	0	0	0	0	1	0	1	0	0
APOC1P1	0	0	0	0	0	0	0	0	0
APOC1	15	0	3	0	8	2	7	6	11
APOC4-APOC2	0	25	11	0	4	0	0	24	0
APOC3	0	0	0	0	0	0	0	0	0
APOC4	8	7	4	29	50	42	1	24	0
APOD	0	0	0	0	19	0	0	2	5
APOE	5	38	12	69	90	224	7	45	33
APOF	30	28	3	18	92	60	8	19	11
APOH	0	0	0	0	0	0	0	0	0
APOL1	2223	7761	2887	2282	3793	3426	1341	3449	3537
APOL2	2532	7092	2335	3137	3570	4128	1390	3097	3084
APOL3	6828	19175	6644	4727	6260	7694	3706	7928	7598
APOL4	687	2411	309	762	1303	776	115	390	407
APOL5	0	0	0	0	0	0	0	0	0
APOL6	5955	15231	8625	5999	12123	14288	3770	12579	8491
APOLD1	159	171	102	232	408	249	115	153	80
APOM	111	460	105	89	95	154	83	143	105
APOOL	394	509	329	184	416	390	179	300	319
APOO	288	960	338	244	197	267	224	478	400
APPBP2	2421	4588	1875	1147	1992	2618	1132	2526	1880
APPL1	6389	12407	5865	3241	3337	4960	3627	6653	5454
APPL2	1781	4374	1610	1140	2271	2975	1085	1836	1772
APP	16923	34641	12672	9252	4101	10679	9396	12357	13502
APRT	12385	29924	9975	9193	4105	6238	6416	12452	10407
APTX	1329	2985	1086	964	947	1238	685	1234	1163
AQP10	50	674	89	105	89	29	111	56	441
AQP11	20	28	8	32	40	49	29	13	12
AQP12A	0	0	0	0	2	0	0	0	2
AQP12B	0	0	0	0	0	0	0	0	2
AQP1	15	42	22	29	80	24	28	9	42
AQP2	0	0	1	0	0	0	0	0	0
AQP3	8727	15669	6189	4963	2426	2736	4818	4335	5717
AQP4	0	0	0	0	0	0	0	0	0
AQP5	0	0	0	0	0	0	0	0	0
AQP6	27	33	18	24	213	48	4	74	11
AQP7	4	0	2	12	3	0	0	0	0
AQP8	0	0	0	0	0	8	0	19	7
AQP9	3249	12904	3095	3957	1644	4497	4064	4051	7007
LVRN	8	0	0	7	2	4	7	6	0
AQR	2783	5545	2656	1224	2229	3344	1447	2852	2530
ARAF	6846	16482	5428	5249	6279	8047	3668	7452	6034
ARAP1	26835	82077	26683	23134	21373	36430	17739	35067	29552
ARAP2	4615	8551	6680	2412	5690	9873	2457	7490	5451
ARAP3	1255	3097	961	987	1662	2448	839	1601	1266
ARCN1	10716	19228	8804	5467	3772	5825	6071	9884	7562
ARC	12	73	9	0	44	30	5	25	48
AREG	253	1086	146	344	344	588	49	967	556
ARF1	44033	117558	43097	35138	24091	37510	30810	57847	53276
ARF3	17189	42534	15827	10492	6421	12530	10660	18021	17609
ARF4	6118	11660	6076	3629	2354	3749	4013	7351	5748
ARF5	12575	42393	12481	10822	7747	11616	9144	17231	14942
ARF6	28842	74164	29100	22844	16859	23170	17368	37864	33836
ARFGAP1	2968	8175	2042	3368	7104	8177	1391	3758	2360
ARFGAP2	8135	22268	7804	8188	8133	8474	4912	10618	7702
ARFGAP3	4422	10842	5373	3393	2793	4412	3602	5853	4972
ARFGEF1	6337	10670	5681	3360	4556	6648	3441	6400	4985
ARFGEF2	4541	7994	3999	2125	3251	6130	2249	4368	3525
ARFIP1	2195	3538	1376	1087	835	1214	1277	2187	1348
ARFIP2	2540	6365	2214	2039	2474	2750	1585	2982	2245
ARFRP1	3561	9360	2663	3467	2239	2540	1961	4353	3253
ARG1	32	10	21	36	93	47	16	86	107
ARG2	565	1303	480	172	239	541	332	521	552
ARGFX	196	369	167	464	2336	667	109	552	310
ARGLU1	8232	19957	8918	6059	22812	28979	4791	9790	9088
ARHGAP10	964	1717	990	582	565	1048	598	1117	761
ARHGAP11A	624	1486	466	396	755	1009	520	948	924
ARHGAP11B	42	146	15	12	120	102	47	2	55
ARHGAP12	1396	3496	1658	762	1819	2997	802	1635	1346
ARHGAP15	6883	15928	6257	5233	3163	3889	4749	7251	6276
ARHGAP17	5660	15560	5681	3935	4765	6917	3552	5940	5330
ARHGAP18	1460	2407	1067	634	577	802	842	1458	1318
ARHGAP19	2790	4687	2362	1638	1279	2674	1374	2627	2302
ARHGAP1	8336	20889	8716	6058	6782	9649	5433	10096	8555
ARHGAP20	25	53	21	14	26	22	27	7	18
ARHGAP21	2638	6302	2725	1133	2253	4125	1810	2115	2595
ARHGAP22	480	1068	212	208	214	255	196	511	194
ARHGAP23	86	325	81	25	42	74	40	72	36
ARHGAP24	569	2434	627	498	702	1256	434	1040	780
ARHGAP25	7915	15108	8027	5685	9696	10304	3779	11048	7647
ARHGAP26	6047	12971	6203	4441	7054	10924	3615	7571	6599
ARHGAP27	8208	21075	7293	5372	16010	22179	4225	9385	8359
ARHGAP28	57	119	60	143	628	203	48	230	81
ARHGAP29	93	137	114	120	246	187	61	100	174
ARHGAP30	44983	105275	41067	30045	27389	40935	27278	52716	44321
ARHGAP31	2973	5788	2709	1364	1334	2733	2282	3111	2829
ARHGAP32	1105	3054	1045	690	568	984	576	1169	670
ARHGAP33	187	283	112	146	1134	1141	115	257	194
ARHGAP36	0	0	0	0	0	0	0	0	0
ARHGAP39	14	38	17	0	28	34	0	25	24
ARHGAP42	61	58	34	0	13	77	64	59	42
ARHGAP4	20446	60574	19732	17723	48614	52374	11959	24342	20495
ARHGAP5	3217	5718	2594	1192	1786	2391	1591	2570	2427
ARHGAP6	122	711	256	76	96	161	238	240	298
ARHGAP8	34	93	90	75	376	161	36	129	63
ARHGAP9	14654	43553	13052	14077	21108	24751	8786	19491	14186
ARHGDIA	36015	102144	34932	32643	27134	31345	23938	43438	38956
ARHGDIB	104646	262295	98283	80114	44690	71940	73306	121870	113880
ARHGDIG	0	0	0	1	2	0	0	0	3
ARHGEF10L	2980	10294	2326	2421	2736	4339	1551	2775	2866
ARHGEF10	251	456	151	207	558	481	119	523	408
ARHGEF11	4112	11104	3126	2641	2242	4836	2645	3164	3469
ARHGEF12	1695	3966	2943	906	1787	2544	1718	2883	3189
ARHGEF15	12	17	19	53	131	58	6	44	17
ARHGEF16	6	8	4	1	4	1	1	0	8
ARHGEF17	190	54	33	15	51	362	46	13	104
ARHGEF18	15921	33236	10879	11072	11064	13733	7120	11135	9988
ARHGEF19	509	1449	588	365	627	687	282	562	481
ARHGEF1	37347	92153	34333	30564	80081	85520	19907	43732	35838
ARHGEF2	12732	27558	9790	9313	7696	11093	5881	13632	10554
ARHGEF33	59	17	22	53	15	13	13	35	7
ARHGEF35	227	492	129	273	49	171	145	91	170
ARHGEF37	27	17	7	0	4	8	1	34	9
ARHGEF38	0	0	0	0	0	0	0	0	0
ARHGEF3	9879	18712	11034	5271	6840	9730	4437	11050	9782
ARHGEF4	319	312	248	276	512	480	175	310	180
ARHGEF5	341	771	554	316	722	675	336	291	353
ARHGEF6	16622	36077	17588	8394	8903	14928	10482	14634	15258
ARHGEF7	3296	7517	2857	2320	4798	6158	1788	3626	3179
ARHGEF9	1929	3025	1444	1130	1293	1669	740	2270	1444
ARID1A	19205	40611	18212	13429	14765	22707	10653	22919	17459
ARID1B	10979	24098	11060	5848	6133	11321	6493	11469	10299
ARID2	1787	4189	2043	1024	2724	4225	1013	2208	1976
ARID3A	1346	3995	1172	1025	806	1698	887	1391	1490
ARID3B	2669	6230	2780	2025	3541	3773	1671	3180	2790
ARID3C	0	0	0	0	6	2	1	0	0
ARID4A	4653	9770	4478	6376	5650	6675	2622	6918	4806
ARID4B	9642	19174	10783	9766	9611	11310	4798	13968	10494
ARID5A	4233	10804	4496	3611	4844	6231	2332	5708	4892
ARID5B	5318	12212	6096	3043	3841	7450	3444	9119	6556
ARIH1	3237	6741	3456	1840	3870	5736	1766	3473	2880
ARIH2	7770	18191	7871	5229	6580	9790	5031	9614	8975
ARL10	204	353	94	190	595	429	128	326	120
ARL11	1111	3279	621	999	766	981	616	1512	1017
ARL13A	4	36	0	0	19	11	0	19	1
ARL13B	478	772	375	248	218	442	300	440	392
ARL14	2	0	4	0	0	7	0	0	7
ARL15	511	1227	659	243	331	524	217	440	483
ARL16	1111	2581	642	1322	3571	2869	770	1712	1184
ARL17B	1139	2190	912	1004	5094	5057	460	1204	1319
ARL1	2395	4735	2109	1569	1227	1632	1580	2758	1998
ARL2BP	8158	17811	7985	5380	3200	5114	5016	8407	8306
ARL2	2164	4657	1598	1920	2112	1432	1152	2484	1960
ARL3	1045	1661	890	626	465	734	533	928	786
ARL4A	1425	3654	1612	923	930	1268	745	2241	2180
ARL4C	46708	87561	44022	40297	31622	38574	21961	70937	44571
ARL4D	225	553	169	155	184	240	151	630	394
ARL5A	5789	11664	5781	2835	1981	3781	3301	6812	5782
ARL5B	410	715	310	150	631	1254	83	314	199
ARL5C	38	180	36	102	423	144	22	63	48
ARL6IP1	12612	24730	12198	7946	6285	9829	7947	15268	13455
ARL6IP4	13268	39123	13411	14404	10816	12149	8492	18909	15511
ARL6IP5	21975	54698	26987	15994	9392	16227	12036	25997	23062
ARL6IP6	2486	4353	2011	1491	1009	1544	1213	2265	1919
ARL6	72	66	71	76	62	50	54	33	66
ARL8A	4142	14884	4511	4241	3431	4779	2536	6304	5468
ARL8B	5391	12219	4918	3334	2602	4686	3226	5395	5127
ARL9	0	0	0	14	2	10	0	16	0
ARMC10	3754	7601	3291	2158	2250	2393	2283	3771	3057
ARMC1	1937	3768	1985	948	906	1474	1067	1725	1596
ARMC2	218	442	355	94	278	382	184	416	246
ARMC3	29	63	27	13	17	21	0	45	59
ARMC4	9	39	8	8	73	65	14	11	9
ARMC5	1442	3741	1332	1713	1446	1917	851	1984	1505
ARMC6	2801	6771	2296	1842	1394	1972	1632	3091	2497
ARMC7	1394	3693	1261	1022	811	991	868	1717	1315
ARMC8	2431	5123	2263	1621	1930	3180	1139	2562	2223
ARMC9	113	346	112	283	845	261	63	208	141
ARMCX1	221	442	158	54	60	145	103	132	86
